mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0030151844024658204,0.0008938196799138778,0.0014121055603027344,0.0004315303938875748,0.0001,{'alpha': 0.0001},-4.35060558631668e+31,-0.15901571072882792,0.6592588650906985,-1.12371905990894,-71.18287411064344,-8.70121117263336e+30,1.740242234526672e+31,5
0.002822399139404297,0.0008154482431383108,0.0014568328857421874,0.0004142128417911084,0.001,{'alpha': 0.001},-4.322553761346521e+31,-0.1692865915692956,0.657062074980788,-1.1042055712436465,-70.9594253993933,-8.645107522693042e+30,1.7290215045386083e+31,4
0.002490329742431641,0.0006238645415849518,0.0013631820678710938,0.00041313548385752736,0.01,{'alpha': 0.01},-4.083065748071318e+31,-0.28335465134521987,0.6336777123360968,-0.947816257350065,-68.77293099405496,-8.166131496142636e+30,1.6332262992285268e+31,3
0.002642107009887695,0.00021851665121205935,0.0015760898590087891,8.880963740605723e-05,0.1,{'alpha': 0.1},-3.2474660996389626e+31,-1.0638241175932328,0.45740464845708384,-1.1218047305189227,-49.6735014899768,-6.494932199277925e+30,1.298986439855585e+31,2
0.002333927154541016,0.00026216151365863864,0.001422119140625,0.00032765317720213037,1.0,{'alpha': 1.0},-9.2271379590334e+30,-1.342810045707576,0.1472425574655467,-3.1885884324285065,-0.5715963987983956,-1.84542759180668e+30,3.6908551836133593e+30,1
