mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.14622607231140136,0.025190472720173263,0.015707683563232423,0.0015734780057640033,5,4,5,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.456657693358578,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.27471103668212893,0.05293854296052951,0.030956792831420898,0.0011518868427744641,5,4,5,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-4.2962092027063975e+23,-1.3812351751077002e+21,-3.2292534806903496e+27,0.663625239393574,-30.56062573933544,-6.459368965691591e+26,1.2916583027550125e+27,77
0.6349782943725586,0.1565463951585248,0.05940561294555664,0.010147828738385234,5,4,5,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-1.227862759131842e+24,-3.453087939297088e+20,-4.021540209534871e+27,0.6423236323837768,-31.27052494788014,-8.045536835205595e+26,1.6084933332917704e+27,101
0.13007307052612305,0.006047379769855679,0.016951560974121094,0.00171951110365659,5,4,10,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.4254652401236134,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.2980356693267822,0.06624901297535879,0.032874774932861325,0.005894959633444906,5,4,10,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-4.2962092027063975e+23,-2.071852762308972e+22,-3.1095566226859764e+27,0.6350848222724552,-30.56062573933544,-6.22001392426774e+26,1.243777625927511e+27,73
0.5831377029418945,0.13110874281114832,0.051591682434082034,0.00434646694068421,5,4,10,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.300886165318893e+24,-5.179631906618617e+21,-3.9820339965039103e+27,0.6140743488317926,-31.27052494788014,-7.966680124602271e+26,1.5926830715027962e+27,97
0.13451461791992186,0.007917761222268614,0.016088485717773438,0.0014676943082107955,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-24.0,-24.0,-1.345581459411863e+27,0.6770713014753853,-12.24811908232934,-2.6911629188237264e+26,5.382325837647453e+26,34
0.31321048736572266,0.06652190968318601,0.03274235725402832,0.008776711413078937,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-80.0,-80.0,-1.070361692153139e+27,0.7858149482081833,-10.838532934723153,-2.140723384306278e+26,4.2814467686125565e+26,6
0.5645753860473632,0.10917287909788104,0.05044369697570801,0.0070135608033723585,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-99.0,-99.0,-1.3011767316572956e+27,0.7455974002518573,-10.334853536703543,-2.602353463314591e+26,5.204706926629182e+26,31
0.1379563331604004,0.01906536903113407,0.016175222396850587,0.0015787422834227553,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-24.0,-1.5604410898054806e+27,0.5968617877122966,-21.95282602620807,-3.120882179610961e+26,6.241764359221923e+26,57
0.2832212448120117,0.0604929774402675,0.029448604583740233,0.0019771601515279967,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-80.0,-80.0,-1.360659330371169e+27,0.7411179228917115,-19.631311593178097,-2.7213186607423377e+26,5.442637321484676e+26,37
0.6302560329437256,0.13865378903971956,0.06093378067016601,0.01089071729742137,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-99.0,-99.0,-1.744549196749829e+27,0.7006366618682143,-20.238190544296383,-3.489098393499658e+26,6.978196786999314e+26,61
0.1383277416229248,0.009028819464462086,0.01743626594543457,0.0024027540181003073,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-3.7470186056187245e+22,-24.0,-1.9057479740117723e+27,0.4254652401236134,-25.967449045091097,-3.811570888395657e+26,7.622954427242402e+26,69
0.3061424732208252,0.06997042062728903,0.03773646354675293,0.015773221521751563,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-1.5526045370378358e+23,-1.3812351748961536e+22,-1.475517668260585e+27,0.6350848222724552,-25.728442172354878,-2.9513734821320757e+26,5.9019016292956326e+26,45
0.5065557479858398,0.01654893347821947,0.04705390930175781,0.0022329002313442327,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-6.18682309415134e+22,-4.842453652390224e+21,-1.7850187650648663e+27,0.5918504098363297,-26.881943922153688,-3.57017095149892e+26,7.140008353410369e+26,65
0.1499690055847168,0.02925858196280525,0.016542530059814452,0.002451144595148434,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-24.0,-24.0,-1.0648544227328656e+27,0.6198709841140821,-17.749211491895153,-2.1297088454657312e+26,4.2594176909314624e+26,2
0.37430381774902344,0.10067105747378462,0.0349116325378418,0.007428421636555373,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-80.0,-80.0,-1.2215465302851232e+27,0.7582275936015619,-16.686775042027133,-2.4430930605702465e+26,4.8861861211404924e+26,23
0.6031584739685059,0.18284116486470608,0.06491060256958008,0.020165356068141193,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-99.0,-99.0,-1.4351320925201777e+27,0.7175616222635468,-18.047752339354986,-2.8702641850403555e+26,5.740528370080711e+26,41
0.12824158668518065,0.003216915833548429,0.01505885124206543,0.0014604517509537898,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-24.0,-1.1414945761589603e+27,0.5927478209837935,-20.09177897541699,-2.2829891523179207e+26,4.565978304635841e+26,14
0.3792435169219971,0.1426434141575935,0.0340306282043457,0.012975806081814659,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-80.0,-80.0,-1.1929352358313007e+27,0.7388238916333744,-19.460772902865543,-2.3858704716626012e+26,4.771740943325202e+26,18
0.6109240531921387,0.13604363765902966,0.049262189865112306,0.0024985891150056047,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-99.0,-99.0,-1.5334687123050176e+27,0.6987578134197382,-20.783850564192214,-3.0669374246100352e+26,6.1338748492200704e+26,53
0.14964838027954103,0.020298104864963733,0.01686248779296875,0.0017177740295287926,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-3.7470186056187245e+22,-24.0,-1.223561966843804e+27,0.4254652401236134,-25.967449045091097,-2.44719887405972e+26,4.894210399340704e+26,27
0.2522096633911133,0.014711293177204397,0.026134395599365236,0.001214367179565246,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-1.5526045370378358e+23,-1.3812351748961536e+22,-1.0905316203442497e+27,0.6350848222724552,-25.728442172354878,-2.1814013862994048e+26,4.361957447889184e+26,9
0.5469315052032471,0.12893357253383547,0.05241413116455078,0.006345335348465432,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-6.18682309415134e+22,-4.842453652390224e+21,-1.4956819503348835e+27,0.5918504098363297,-26.881943922153688,-2.9914973220389546e+26,5.9826610952324165e+26,49
0.15999674797058105,0.04991404154572651,0.015167808532714844,0.0005336182694479302,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.456657693358578,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.30917787551879883,0.08405487432099965,0.03129768371582031,0.006542468286412152,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-4.2962092027063975e+23,-1.3812351751077002e+21,-3.2292534806903496e+27,0.663625239393574,-30.56062573933544,-6.459368965691591e+26,1.2916583027550125e+27,77
0.5584992885589599,0.12419727493330442,0.051435232162475586,0.0060535502565947155,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-1.227862759131842e+24,-3.453087939297088e+20,-4.021540209534871e+27,0.6423236323837768,-31.27052494788014,-8.045536835205595e+26,1.6084933332917704e+27,101
0.14830708503723145,0.025458502941294352,0.015954113006591795,0.0017755470709699714,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.456657693358578,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.2753007411956787,0.06685889290699855,0.027456951141357423,0.00593263441272676,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-4.2962092027063975e+23,-1.3812351751077002e+21,-3.2292534806903496e+27,0.663625239393574,-30.56062573933544,-6.459368965691591e+26,1.2916583027550125e+27,77
0.6198817253112793,0.1262136297420374,0.05498056411743164,0.013920823706604031,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-1.227862759131842e+24,-3.453087939297088e+20,-4.021540209534871e+27,0.6423236323837768,-31.27052494788014,-8.045536835205595e+26,1.6084933332917704e+27,101
0.1425762176513672,0.012120465810477822,0.017786455154418946,0.003544843980504833,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.4254652401236134,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.30724120140075684,0.061083924632674896,0.027797651290893555,0.0034173318769024435,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-4.2962092027063975e+23,-2.071852762308972e+22,-3.1095566226859764e+27,0.6350848222724552,-30.56062573933544,-6.22001392426774e+26,1.243777625927511e+27,73
0.49749441146850587,0.008984657221485143,0.0482633113861084,0.002280768803110239,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.300886165318893e+24,-5.179631906618617e+21,-3.9820339965039103e+27,0.6140743488317926,-31.27052494788014,-7.966680124602271e+26,1.5926830715027962e+27,97
0.1599277973175049,0.03182045238025806,0.018872976303100586,0.004296356104521094,15,1,2,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-24.0,-24.0,-1.345581459411863e+27,0.6770713014753853,-12.24811908232934,-2.6911629188237264e+26,5.382325837647453e+26,34
0.3181266784667969,0.07293421328684702,0.031026649475097656,0.002612015403561216,15,1,2,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-80.0,-80.0,-1.070361692153139e+27,0.7858149482081833,-10.838532934723153,-2.140723384306278e+26,4.2814467686125565e+26,6
0.5781320095062256,0.11140728682082361,0.05506863594055176,0.01132968638234725,15,1,2,200,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-99.0,-99.0,-1.3011767316572956e+27,0.7455974002518573,-10.334853536703543,-2.602353463314591e+26,5.204706926629182e+26,31
0.15334644317626953,0.0347811943622876,0.018091821670532228,0.002868558982492809,15,1,5,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-24.0,-1.5604410898054806e+27,0.5968617877122966,-21.95282602620807,-3.120882179610961e+26,6.241764359221923e+26,57
0.31893110275268555,0.07082205987014185,0.03152933120727539,0.002899105907348325,15,1,5,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-80.0,-80.0,-1.360659330371169e+27,0.7411179228917115,-19.631311593178097,-2.7213186607423377e+26,5.442637321484676e+26,37
0.5632007598876954,0.09376167911885624,0.05280218124389648,0.004159103486984302,15,1,5,200,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-99.0,-99.0,-1.744549196749829e+27,0.7006366618682143,-20.238190544296383,-3.489098393499658e+26,6.978196786999314e+26,61
0.14295415878295897,0.029569081112079808,0.0162078857421875,0.0010091093599020196,15,1,10,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-3.7470186056187245e+22,-24.0,-1.9057479740117723e+27,0.4254652401236134,-25.967449045091097,-3.811570888395657e+26,7.622954427242402e+26,69
0.2813268661499023,0.0674030030032662,0.02952442169189453,0.005140493446977644,15,1,10,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-1.5526045370378358e+23,-1.3812351748961536e+22,-1.475517668260585e+27,0.6350848222724552,-25.728442172354878,-2.9513734821320757e+26,5.9019016292956326e+26,45
0.6786589622497559,0.2057883130809393,0.06609048843383789,0.015662859548612115,15,1,10,200,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-6.18682309415134e+22,-4.842453652390224e+21,-1.7850187650648663e+27,0.5918504098363297,-26.881943922153688,-3.57017095149892e+26,7.140008353410369e+26,65
0.1352693557739258,0.0050579981244926586,0.015554189682006836,0.0006787313074300824,15,2,2,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-24.0,-24.0,-1.0648544227328656e+27,0.6198709841140821,-17.749211491895153,-2.1297088454657312e+26,4.2594176909314624e+26,2
0.30482001304626466,0.09485236346399108,0.03275365829467773,0.007444586471866349,15,2,2,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-80.0,-80.0,-1.2215465302851232e+27,0.7582275936015619,-16.686775042027133,-2.4430930605702465e+26,4.8861861211404924e+26,23
0.5833917617797851,0.16137280568245757,0.05364665985107422,0.011165354375187004,15,2,2,200,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-99.0,-99.0,-1.4351320925201777e+27,0.7175616222635468,-18.047752339354986,-2.8702641850403555e+26,5.740528370080711e+26,41
0.13400607109069823,0.008180114778015453,0.01640472412109375,0.0011675977885190266,15,2,5,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-24.0,-1.1414945761589603e+27,0.5927478209837935,-20.09177897541699,-2.2829891523179207e+26,4.565978304635841e+26,14
0.2941610336303711,0.0655631074687202,0.03396477699279785,0.008037766665501869,15,2,5,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-80.0,-80.0,-1.1929352358313007e+27,0.7388238916333744,-19.460772902865543,-2.3858704716626012e+26,4.771740943325202e+26,18
0.635914659500122,0.16182574020816276,0.056468534469604495,0.013726804537798678,15,2,5,200,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-99.0,-99.0,-1.5334687123050176e+27,0.6987578134197382,-20.783850564192214,-3.0669374246100352e+26,6.1338748492200704e+26,53
0.13533263206481932,0.009127128396889504,0.016045284271240235,0.001781940226699042,15,2,10,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-3.7470186056187245e+22,-24.0,-1.223561966843804e+27,0.4254652401236134,-25.967449045091097,-2.44719887405972e+26,4.894210399340704e+26,27
0.31812214851379395,0.08101418000799519,0.03329176902770996,0.007921388045841445,15,2,10,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-1.5526045370378358e+23,-1.3812351748961536e+22,-1.0905316203442497e+27,0.6350848222724552,-25.728442172354878,-2.1814013862994048e+26,4.361957447889184e+26,9
0.5119666576385498,0.012442157164916904,0.048693275451660155,0.003626912649668589,15,2,10,200,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-6.18682309415134e+22,-4.842453652390224e+21,-1.4956819503348835e+27,0.5918504098363297,-26.881943922153688,-2.9914973220389546e+26,5.9826610952324165e+26,49
0.14909009933471679,0.027932424375600482,0.01795306205749512,0.0023251841257016913,15,4,2,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.456657693358578,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.274672794342041,0.054998786053950074,0.02843465805053711,0.0033007772871374045,15,4,2,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-4.2962092027063975e+23,-1.3812351751077002e+21,-3.2292534806903496e+27,0.663625239393574,-30.56062573933544,-6.459368965691591e+26,1.2916583027550125e+27,77
0.682532787322998,0.11986979685088826,0.05931344032287598,0.011054473964988832,15,4,2,200,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-1.227862759131842e+24,-3.453087939297088e+20,-4.021540209534871e+27,0.6423236323837768,-31.27052494788014,-8.045536835205595e+26,1.6084933332917704e+27,101
0.140305233001709,0.008863048109322208,0.016009044647216798,0.0015987371280503228,15,4,5,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.456657693358578,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.28332791328430174,0.043913964796278744,0.028049993515014648,0.0020628065264696404,15,4,5,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-4.2962092027063975e+23,-1.3812351751077002e+21,-3.2292534806903496e+27,0.663625239393574,-30.56062573933544,-6.459368965691591e+26,1.2916583027550125e+27,77
0.5055227279663086,0.0070273418772845144,0.046938085556030275,0.0026738848245376227,15,4,5,200,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-1.227862759131842e+24,-3.453087939297088e+20,-4.021540209534871e+27,0.6423236323837768,-31.27052494788014,-8.045536835205595e+26,1.6084933332917704e+27,101
0.13941783905029298,0.030876021557202826,0.018194103240966798,0.0012941160934894585,15,4,10,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-24.0,-5.524940699396571e+21,-3.234669852375318e+27,0.4254652401236134,-30.7596019096804,-6.469350754632034e+26,1.2938673884578266e+27,85
0.3189725399017334,0.07198577703161053,0.03305139541625977,0.007444676680918957,15,4,10,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-4.2962092027063975e+23,-2.071852762308972e+22,-3.1095566226859764e+27,0.6350848222724552,-30.56062573933544,-6.22001392426774e+26,1.243777625927511e+27,73
0.616447925567627,0.1258108501098043,0.053685569763183595,0.008381505198554844,15,4,10,200,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.300886165318893e+24,-5.179631906618617e+21,-3.9820339965039103e+27,0.6140743488317926,-31.27052494788014,-7.966680124602271e+26,1.5926830715027962e+27,97
