model,MAE,RMSE,R2
LinearRegression,7.423066352073095e-08,8.193975159933644e-08,0.9999999999999983
DecisionTree,3.362581789047632,3.912451969067539,-2.826510038327555
RandomForest,4.550684307028606,5.16892943783211,-5.678916686986399
Ridge,0.06559219268128455,0.07216808168872073,0.9986980474942785
Lasso,0.4737074536197525,0.521501303826814,0.9320146064210035
